gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth,hub,authority,betweenness,net_kzt,n_seed_in,in_cycle,turnover_days,in_tx,out_tx
100000001537524100,terminal,0.34999999999999998,9,0.307,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 150000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,150000,0,0.00029705418600000001,0,4,False,True,0,0,0,150000,0,False,-1,1,0
100000001538095100,terminal,0.92400000000000004,9,0.3805,Гипотеза терминала: исходящие не наблюдаются; вх 280000 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,280000,0,0.00032830917899999998,0,3,False,False,0,0,0,280000,0,False,-1,2,0
100000001541418100,terminal,0.82299999999999995,2,0.30909999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 96900 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,96900,0,0.00030192183000000002,0,2,False,False,0,0,0,96900,0,False,-1,2,0
100000001549194100,terminal,0.73799999999999999,14,0.26269999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 46500 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,46500,0,0.00029713560699999998,0,3,False,False,0,0,0,46500,0,False,-1,1,0
100000001550388100,terminal,0.752,0,0.28589999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 50000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,50000,0,0.00029334669199999999,0,1,False,False,0,0,0,50000,1,False,-1,1,0
100000001550419100,terminal,0.64700000000000002,14,0.20319999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 23000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,23000,0,0.000290516026,0,3,False,False,0,0,0,23000,0,False,-1,1,0
100000001554432100,terminal,0.76600000000000001,3,0.29620000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 53920 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,53920,0,0.000294746658,0,1,False,False,0,0,0,53920,1,False,-1,1,0
100000001557930100,terminal,0.70499999999999996,8,0.22220000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 34610 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,34610,0,0.00029055280100000002,0,2,False,False,0,0,0,34610,0,False,-1,1,0
100000001567366100,terminal,0.98399999999999999,4,0.46079999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 824070 KZT/4 перев.; исх 0 KZT/0 перев.,1,0,824070,0,0.000372056882,0,1,False,False,0,0,0,824070,1,False,-1,4,0
100000001578517100,terminal,0.68899999999999995,4,0.20549999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 30000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,30000,0,0.00028897235300000002,0,2,False,False,0,0,0,30000,0,False,-1,1,0
100000001584286100,terminal,0.97999999999999998,9,0.40310000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 738699 KZT/3 перев.; исх 0 KZT/0 перев.,2,0,738699,0,0.00032662084000000002,0,2,False,False,0,0,0,738699,0,False,-1,3,0
100000001590795100,terminal,0.34999999999999998,18,0.13139999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 5060 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,5060,0,0.00028672728700000001,0,4,False,True,0,0,0,5060,0,False,-1,1,0
100000001597424100,terminal,0.74299999999999999,14,0.26669999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 48100 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,48100,0,0.00029758630200000001,0,3,False,False,0,0,0,48100,0,False,-1,1,0
100000001597505100,peripheral,0.10000000000000001,32,0.28539999999999999,Недостаточно структурных признаков; вх 26460 KZT/1 перев.; исх 12920 KZT/1 перев.,1,1,26460,12920,0.00031302296099999999,0.48828420256991684,2,False,False,0,0,5.5481119999999998e-06,13540,0,False,-1,1,1
100000001598625100,terminal,0.34999999999999998,6,0.32619999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 25000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,25000,0,0.00042634752999999999,0,4,False,True,0,0,0,25000,0,False,-1,1,0
100000001600934100,peripheral,0.10000000000000001,6,0.44429999999999997,Недостаточно структурных признаков; вх 180300 KZT/2 перев.; исх 11000 KZT/1 перев.,1,1,180300,11000,0.0025102211359999999,0.061009428729894621,3,False,False,0,0,0,169300,0,True,4,2,1
100000001601320100,transit,0.68300000000000005,10,0.57479999999999998,"Признаки транзита: out/in=1.06, цикл=0; вх 43500 KZT/2 перев.; исх 46200 KZT/1 перев.",2,1,43500,46200,0.00080632994199999997,1.0620689655172413,2,False,False,0,0,9.9073399999999998e-07,-2700,0,False,8,2,1
100000001609499100,consolidator,0.40600000000000003,0,0.65139999999999998,"Признаки консолидации: 3 плательщиков, seed=1; вх 263113 KZT/3 перев.; исх 21000 KZT/2 перев.",3,2,263113,21000,0.000319110543,0.079813616202924223,1,False,False,0,0,0,242113,1,True,2,3,2
100000001611488100,terminal,0.98099999999999998,5,0.49270000000000003,Гипотеза терминала: исходящие не наблюдаются; вх 779300 KZT/3 перев.; исх 0 KZT/0 перев.,2,0,779300,0,0.00087159367900000004,0,3,False,False,0,0,0,779300,0,False,-1,3,0
100000001616816100,consolidator,0.39900000000000002,8,0.86950000000000005,"Признаки консолидации: 5 плательщиков, seed=0; seed: вход неполон; контрагенты 5/3; перев. 12/10",5,3,176195,181326,0.0024119393709999999,-1,0,True,False,0,0,0.00010164933500000001,-5131,0,True,0.5,12,10
100000001632325100,terminal,0.81000000000000005,1,0.28789999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 85600 KZT/3 перев.; исх 0 KZT/0 перев.,1,0,85600,0,0.00029729964700000002,0,3,False,False,0,0,0,85600,0,False,-1,3,0
100000001633685100,terminal,0.73299999999999998,0,0.28210000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 45000 KZT/3 перев.; исх 0 KZT/0 перев.,3,0,45000,0,0.000304518457,0,2,False,False,0,0,0,45000,0,False,-1,3,0
100000001637376100,transit,0.504,5,0.44409999999999999,"Двусторонний поток: out/in=2.01, цикл=0; вх 116700 KZT/1 перев.; исх 234250 KZT/2 перев.",1,1,116700,234250,0.00028778810699999998,2.0072836332476434,3,False,False,0,0,1.9220244999999999e-05,-117550,0,False,0,1,2
100000001639766100,terminal,0.63,8,0.3569,Гипотеза терминала: исходящие не наблюдаются; вх 20000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,20000,0,0.00064718182699999998,0,3,False,False,0,0,0,20000,0,False,-1,1,0
100000001641789100,terminal,0.61499999999999999,8,0.35289999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 17826 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,17826,0,0.00048558558400000002,0,1,False,False,0,0,0,17826,1,False,-1,1,0
100000001641951100,terminal,0.66300000000000003,3,0.2797,Гипотеза терминала: исходящие не наблюдаются; вх 25000 KZT/4 перев.; исх 0 KZT/0 перев.,1,0,25000,0,0.000317279232,0,2,False,False,0,0,0,25000,0,False,-1,4,0
100000001648936100,terminal,0.81899999999999995,8,0.3054,Гипотеза терминала: исходящие не наблюдаются; вх 92740 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,92740,0,0.00030149607900000001,0,2,False,False,0,0,0,92740,0,False,-1,1,0
100000001650895100,peripheral,0.10000000000000001,7,0.34749999999999998,Недостаточно структурных признаков; вх 153500 KZT/1 перев.; исх 10000 KZT/1 перев.,1,1,153500,10000,0.000307581223,0.065146579804560262,3,False,False,0,0,2.1994301e-05,143500,0,False,-1,1,1
100000001660397100,transit,0.995,0,0.59209999999999996,"Признаки транзита: out/in=1.01, цикл=1; вх 48600 KZT/2 перев.; исх 49000 KZT/4 перев.",2,3,48600,49000,0.00029354509299999999,1.0082304526748971,1,False,False,0,0,0.00021637636199999999,-400,1,True,0.5,2,4
100000001669260100,terminal,0.34999999999999998,20,0.46660000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 500000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,500000,0,0.00055672915999999996,0,4,False,True,0,0,0,500000,0,False,-1,1,0
100000001674850100,terminal,0.91100000000000003,2,0.35880000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 237000 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,237000,0,0.00031239254099999999,0,3,False,False,0,0,0,237000,0,False,-1,2,0
100000001677389100,peripheral,0.10000000000000001,16,0.15820000000000001,Недостаточно структурных признаков; вх 11000 KZT/1 перев.; исх 5400 KZT/1 перев.,1,1,11000,5400,0.00028707683300000002,0.49090909090909091,3,False,False,0,0,1.9220244999999999e-05,5600,0,False,-1,1,1
100000001677929100,consolidator,0.33900000000000002,10,0.83420000000000005,"Признаки консолидации: 3 плательщиков, seed=0; вх 126777 KZT/3 перев.; исх 286098 KZT/4 перев.",3,2,126777,286098,0.003489720743,2.2567027142147236,2,False,False,0,0,1.1888810000000001e-06,-159321,0,True,0,3,4
100000001680944100,terminal,0.94699999999999995,21,0.40000000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 393000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,393000,0,0.00034365392200000003,0,3,False,False,0,0,0,393000,0,False,-1,1,0
100000001684867100,terminal,0.69399999999999995,4,0.22359999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 30550 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,30550,0,0.00028730035699999997,0,1,False,False,0,0,0,30550,1,False,-1,1,0
100000001686328100,terminal,0.85999999999999999,2,0.3422,Гипотеза терминала: исходящие не наблюдаются; вх 140000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,140000,0,0.00031332591400000002,0,3,False,False,0,0,0,140000,0,False,-1,1,0
100000001688676100,terminal,0.85499999999999998,17,0.32840000000000003,Гипотеза терминала: исходящие не наблюдаются; вх 133700 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,133700,0,0.00030673974999999998,0,3,False,False,0,0,0,133700,0,False,-1,1,0
100000001689968100,terminal,0.93799999999999994,5,0.39240000000000003,Гипотеза терминала: исходящие не наблюдаются; вх 344334 KZT/3 перев.; исх 0 KZT/0 перев.,3,0,344333.75,0,0.00033722128500000002,0,3,False,False,0,0,0,344333.75,0,False,-1,3,0
100000001690439100,terminal,0.58599999999999997,5,0.30969999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 14200 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,14200,0,0.000474100035,0,3,False,False,0,0,0,14200,0,False,-1,1,0
100000001690558100,terminal,0.97999999999999998,17,0.43819999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 740000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,740000,0,0.00040969041500000001,0,3,False,False,0,0,0,740000,0,False,-1,1,0
100000001696818100,terminal,0.76500000000000001,3,0.30370000000000003,Гипотеза терминала: исходящие не наблюдаются; вх 53550 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,53550,0,0.00029721837100000001,0,1,False,False,0,0,0,53550,1,False,-1,1,0
100000001697501100,distributor,0.74399999999999999,1,0.87019999999999997,"Признаки распределения: 38 получателей, hub=0; вх 123700 KZT/3 перев.; исх 1.48261e+06 KZT/55 перев.",3,38,123700,1482606,0.00058793727299999996,11.98549717057397,1,False,False,0,0,0.00020547828500000001,-1358906,1,True,4.5,3,55
100000001703168100,transit,0.53500000000000003,3,0.43780000000000002,"Двусторонний поток: out/in=2, цикл=0; вх 45000 KZT/1 перев.; исх 90000 KZT/1 перев.",1,1,45000,90000,0.00029108366299999998,2,2,False,False,0,0,1.9220244999999999e-05,-45000,0,False,2,1,1
100000001714173100,terminal,0.97599999999999998,21,0.47289999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 638905 KZT/6 перев.; исх 0 KZT/0 перев.,1,0,638905,0,0.00056726164700000002,0,3,False,False,0,0,0,638905,0,False,-1,6,0
100000001714413100,terminal,0.91700000000000004,5,0.30559999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 250172 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,250172,0,0.00029207799100000001,0,3,False,False,0,0,0,250172,0,False,-1,1,0
100000001714883100,terminal,0.34999999999999998,18,0.14649999999999999,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 6900 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,6900,0,0.00028770546999999999,0,4,False,True,0,0,0,6900,0,False,-1,1,0
100000001716579100,terminal,0.58299999999999996,1,0.18340000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 13916 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,13916,0,0.00028693609999999999,0,1,False,False,0,0,0,13916,1,False,-1,1,0
100000001724740100,terminal,0.34999999999999998,2,0.42609999999999998,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 185000 KZT/4 перев.; исх 0 KZT/0 перев.,1,0,185000,0,0.00053329837999999997,0,4,False,True,0,0,0,185000,0,False,-1,4,0
100000001726614100,terminal,0.85899999999999999,0,0.30180000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 138717 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,138717,0,0.00029624543699999998,0,3,False,False,0,0,0,138717,0,False,-1,1,0
100000001732159100,peripheral,0.10000000000000001,40,0.67700000000000005,Недостаточно структурных признаков; seed: вход неполон; контрагенты 2/4; перев. 30/23,2,4,2378100,1505966,0.001085705111,-1,0,True,False,0,0,3.9431222999999999e-05,872134,2,True,1,30,23
100000001733216100,terminal,0.34999999999999998,0,0.36080000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 60000 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,60000,0,0.00040532358700000001,0,4,False,True,0,0,0,60000,0,False,-1,2,0
100000001733687100,terminal,0.93000000000000005,2,0.35210000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 300000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,300000,0,0.00030506769699999999,0,3,False,False,0,0,0,300000,0,False,-1,1,0
100000001737722100,terminal,0.77800000000000002,3,0.31859999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 60460 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,60460,0,0.00031702092699999998,0,2,False,False,0,0,0,60460,0,False,-1,1,0
100000001740277100,transit,0.73199999999999998,10,0.42559999999999998,"Двусторонний поток: out/in=0.575, цикл=1; вх 8700 KZT/1 перев.; исх 5000 KZT/1 перев.",1,1,8700,5000,0.00037423884499999997,0.57471264367816088,3,False,False,0,0,0,3700,0,True,2,1,1
100000001745217100,terminal,0.752,0,0.22270000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 50000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,50000,0,0.000288437666,0,3,False,False,0,0,0,50000,0,False,-1,1,0
100000001746925100,peripheral,0.10000000000000001,3,0.3422,Недостаточно структурных признаков; вх 65250 KZT/1 перев.; исх 5000 KZT/1 перев.,1,1,65250,5000,0.000296996977,0.07662835249042145,1,False,False,0,0,0.00011888811099999999,60250,1,False,-1,1,1
100000001782980100,transit,0.65900000000000003,29,0.57050000000000001,"Двусторонний поток: out/in=11.9, цикл=0; вх 50000 KZT/1 перев.; исх 596200 KZT/3 перев.",1,1,50000,596200,0.000367996635,11.923999999999999,2,False,False,0,0,5.9444100000000005e-07,-546200,0,False,12,1,3
100000001784279100,terminal,0.70999999999999996,0,0.19520000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 35674 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,35674,0,0.00028717686899999999,0,3,False,False,0,0,0,35674,0,False,-1,1,0
100000001785161100,terminal,0.68899999999999995,30,0.29880000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 30000 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,30000,0,0.00032922535499999998,0,3,False,False,0,0,0,30000,0,False,-1,2,0
100000001788284100,distributor,0.47999999999999998,26,0.67449999999999999,"Признаки распределения: 5 получателей, hub=0; вх 8000 KZT/1 перев.; исх 296700 KZT/8 перев.",1,5,8000,296700,0.00029774394400000002,37.087499999999999,3,False,False,0,0,5.9444054999999999e-05,-288700,0,True,0,1,8
100000001805543100,terminal,0.77400000000000002,4,0.27560000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 59000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,59000,0,0.00029033912500000002,0,1,False,False,0,0,0,59000,1,False,-1,1,0
100000001808684100,transit,0.86699999999999999,8,0.56989999999999996,"Признаки транзита: out/in=0.779, цикл=1; вх 48400 KZT/3 перев.; исх 37700 KZT/2 перев.",1,1,48400,37700,0.001162847075,0.77892561983471076,3,False,False,0,0,0,10700,0,True,0,3,2
100000001816678100,terminal,0.34999999999999998,3,0.3029,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 60000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,60000,0,0.00030796474399999999,0,4,False,True,0,0,0,60000,0,False,-1,1,0
100000001818442100,terminal,0.72699999999999998,7,0.26879999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 42215 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,42215,0,0.00029965654099999999,0,3,False,False,0,0,0,42215,0,False,-1,1,0
100000001819396100,terminal,0.877,27,0.3619,Гипотеза терминала: исходящие не наблюдаются; вх 166080 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,166080,0,0.00032531471999999999,0,3,False,False,0,0,0,166080,0,False,-1,1,0
100000001822623100,terminal,0.89800000000000002,23,0.3664,Гипотеза терминала: исходящие не наблюдаются; вх 201300 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,201300,0,0.000321704154,0,2,False,False,0,0,0,201300,0,False,-1,1,0
100000001822650100,terminal,0.34999999999999998,2,0.31900000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 112000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,112000,0,0.00030424139600000001,0,4,False,True,0,0,0,112000,0,False,-1,1,0
100000001825934100,transit,0.68799999999999994,37,0.54830000000000001,"Двусторонний поток: out/in=2.42, цикл=0; вх 40000 KZT/1 перев.; исх 97000 KZT/1 перев.",1,1,40000,97000,0.00047291852900000001,2.4249999999999998,3,False,False,0,0,9.9073399999999998e-07,-57000,0,False,-1,1,1
100000001831496100,transit,0.53500000000000003,11,0.4657,"Двусторонний поток: out/in=14.9, цикл=0; вх 25000 KZT/1 перев.; исх 373000 KZT/1 перев.",1,1,25000,373000,0.00029107939400000002,14.92,3,False,False,0,0,3.566643e-06,-348000,0,False,18,1,1
100000001835625100,terminal,0.79800000000000004,5,0.21540000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 75130 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,75130,0,0.00028645201800000001,0,3,False,False,0,0,0,75130,0,False,-1,1,0
100000001837130100,terminal,0.88100000000000001,0,0.32229999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 172900 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,172900,0,0.00029925380099999997,0,3,False,False,0,0,0,172900,0,False,-1,1,0
100000001845505100,terminal,0.34999999999999998,6,0.35210000000000002,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 20000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,20000,0,0.00058864117399999995,0,4,False,True,0,0,0,20000,0,False,-1,1,0
100000001848426100,terminal,0.82299999999999995,8,0.309,Гипотеза терминала: исходящие не наблюдаются; вх 95530 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,95530,0,0.00030202131099999998,0,2,False,False,0,0,0,95530,0,False,-1,1,0
100000001851289100,terminal,0.83999999999999997,4,0.32579999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 109510 KZT/3 перев.; исх 0 KZT/0 перев.,1,0,109510,0,0.00029573413900000001,0,1,False,False,0,0,0,109510,1,False,-1,3,0
100000001852140100,terminal,0.68899999999999995,59,0.38229999999999997,Гипотеза терминала: исходящие не наблюдаются; вх 30000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,30000,0,0.00079828867399999999,0,3,False,False,0,0,0,30000,0,False,-1,1,0
100000001853812100,terminal,0.79000000000000004,6,0.28510000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 70000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,70000,0,0.00029816719499999999,0,3,False,False,0,0,0,70000,0,False,-1,1,0
100000001857829100,distributor,0.60599999999999998,6,0.85450000000000004,"Признаки распределения: 16 получателей, hub=0; вх 888535 KZT/9 перев.; исх 2.39099e+06 KZT/16 перев.",6,16,888535,2390993,0.00061654737999999995,2.6909384548723461,2,False,False,0,0,0.0057422957529999997,-1502458,0,True,0,9,16
100000001860090100,terminal,0.51600000000000001,8,0.26960000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 5000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,5000,0,0.00037562556799999999,0,3,False,False,0,0,0,5000,0,False,-1,1,0
100000001870116100,terminal,0.65500000000000003,1,0.2271,Гипотеза терминала: исходящие не наблюдаются; вх 24000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,24000,0,0.000289036678,0,1,False,False,0,0,0,24000,1,False,-1,1,0
100000001872484100,transit,0.83399999999999996,56,0.77439999999999998,"Двусторонний поток: out/in=0.591, цикл=1; вх 871400 KZT/13 перев.; исх 514580 KZT/9 перев.",1,3,871400,514580,0.002358303212,0.59052100068854718,1,False,False,0,0,5.9444100000000005e-07,356820,1,True,2,13,9
100000001875167100,terminal,0.98699999999999999,5,0.39800000000000002,Гипотеза терминала: исходящие не наблюдаются; вх 1e+06 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,1000000,0,0.00031617799499999999,0,3,False,False,0,0,0,1000000,0,False,-1,2,0
100000001875239100,terminal,0.97799999999999998,2,0.40670000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 712000 KZT/3 перев.; исх 0 KZT/0 перев.,3,0,712000,0,0.00033219029199999997,0,3,False,False,0,0,0,712000,0,False,-1,3,0
100000001884825100,terminal,0.96199999999999997,2,0.40439999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 495000 KZT/3 перев.; исх 0 KZT/0 перев.,3,0,495000,0,0.00033829723800000001,0,3,False,False,0,0,0,495000,0,False,-1,3,0
100000001887715100,consolidator,0.33900000000000002,21,0.77980000000000005,"Признаки консолидации: 3 плательщиков, seed=0; вх 1.3315e+06 KZT/4 перев.; исх 750000 KZT/1 перев.",3,1,1331500,750000,0.00072648862599999995,0.5632745024408562,3,False,False,0,0,2.2588741000000002e-05,581500,0,False,0,4,1
100000001893287100,transit,0.96699999999999997,8,0.57840000000000003,"Двусторонний поток: out/in=8.48, цикл=1; вх 18000 KZT/3 перев.; исх 152700 KZT/14 перев.",1,1,18000,152700,0.00061375510100000004,8.4833333333333325,3,False,False,0,0,0,-134700,0,True,1,3,14
100000001899164100,consolidator,0.436,12,0.89600000000000002,"Признаки консолидации: 4 плательщиков, seed=1; вх 291675 KZT/5 перев.; исх 76500 KZT/3 перев.",4,3,291675,76500,0.0011663047800000001,0.26227822062226791,1,False,False,0,0,0.00012661583799999999,215175,1,True,7,5,3
100000001904863100,terminal,0.96399999999999997,14,0.44280000000000003,Гипотеза терминала: исходящие не наблюдаются; вх 500000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,500000,0,0.00047823957600000002,0,2,False,False,0,0,0,500000,0,False,-1,1,0
100000001924185100,terminal,0.86899999999999999,11,0.39989999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 151000 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,151000,0,0.00030853210899999998,0,1,False,False,0,0,0,151000,2,False,-1,2,0
100000001927599100,terminal,0.88800000000000001,7,0.36580000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 188000 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,188000,0,0.000325436371,0,3,False,False,0,0,0,188000,0,False,-1,2,0
100000001929088100,terminal,0.94799999999999995,10,0.44259999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 396010 KZT/2 перев.; исх 0 KZT/0 перев.,2,0,396010,0,0.00031584652999999999,0,1,False,False,0,0,0,396010,2,False,-1,2,0
100000001934935100,terminal,0.84699999999999998,0,0.27239999999999998,Гипотеза терминала: исходящие не наблюдаются; вх 118935 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,118935,0,0.00029068894300000002,0,3,False,False,0,0,0,118935,0,False,-1,1,0
100000001937767100,transit,0.98299999999999998,14,0.80479999999999996,"Двусторонний поток: out/in=36.5, цикл=1; вх 53000 KZT/1 перев.; исх 1.933e+06 KZT/6 перев.",1,4,53000,1933000,0.00088327770800000001,36.471698113207545,1,False,False,0,0,5.8255174e-05,-1880000,1,True,12,1,6
100000001952325100,terminal,0.80200000000000005,1,0.3271,Гипотеза терминала: исходящие не наблюдаются; вх 77888 KZT/2 перев.; исх 0 KZT/0 перев.,1,0,77888,0,0.00030026197800000001,0,1,False,False,0,0,0,77888,1,False,-1,2,0
100000001953577100,terminal,0.59899999999999998,1,0.19339999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 15600 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,15600,0,0.000287286891,0,1,False,False,0,0,0,15600,1,False,-1,1,0
100000001954534100,transit,0.65800000000000003,0,0.50990000000000002,"Двусторонний поток: out/in=3.08, цикл=0; вх 13000 KZT/1 перев.; исх 40000 KZT/1 перев.",1,1,13000,40000,0.00036475265600000001,3.0769230769230771,3,False,False,0,0,1.9616538000000002e-05,-27000,0,False,21,1,1
100000001954903100,terminal,0.67800000000000005,11,0.24110000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 27118 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,27118,0,0.00029686446700000001,0,2,False,False,0,0,0,27118,0,False,-1,1,0
100000001957974100,terminal,0.34999999999999998,14,0.39000000000000001,Слепая зона: 4-е колено; нужен запрос 5-го; терминал не подтверждён; вх 500000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,500000,0,0.00031840720499999998,0,4,False,True,0,0,0,500000,0,False,-1,1,0
100000001960517100,terminal,0.89600000000000002,8,0.41880000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 200000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,200000,0,0.000357188375,0,1,False,False,0,0,0,200000,1,False,-1,1,0
100000001961048100,terminal,0.86699999999999999,30,0.32450000000000001,Гипотеза терминала: исходящие не наблюдаются; вх 150000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,150000,0,0.00030260581100000002,0,2,False,False,0,0,0,150000,0,False,-1,1,0
100000001965374100,transit,0.98999999999999999,24,0.74950000000000006,"Двусторонний поток: out/in=1.75, цикл=1; вх 1.75972e+06 KZT/8 перев.; исх 3.0821e+06 KZT/5 перев.",2,3,1759720,3082100,0.0012704821570000001,1.7514718250630783,2,False,False,0,5.5089524999999997e-05,1.585175e-06,-1322380,0,True,3.5,8,5
100000001969496100,terminal,0.64600000000000002,14,0.2019,Гипотеза терминала: исходящие не наблюдаются; вх 22740 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,22740,0,0.00029044278800000002,0,3,False,False,0,0,0,22740,0,False,-1,1,0
100000001985793100,terminal,0.95199999999999996,8,0.41389999999999999,Гипотеза терминала: исходящие не наблюдаются; вх 420000 KZT/1 перев.; исх 0 KZT/0 перев.,1,0,420000,0,0.00037055509999999999,0,2,False,False,0,0,0,420000,0,False,-1,1,0
